raw_time,name,text,time,time_difference,actual_time,debate
00:26:21,Lester Holt,"I’m fascinated by this, Senator Klobuchar.",0 days 00:26:21.000000000,0 days 00:00:08.000000000,0 days 00:26:21.000000000,first_1
00:26:29,Amy Klobuchar,"I just wanted to say there’s three women up here that have fought pretty hard for woman’s right to choose, I’ll start with that. And then I just want to make very clear, I think we share the goal of universal health care, and the idea I put out there, the public option, which the governor was just talking about, this idea is that you use medicare or medicaid without any insurance companies involved, you could do it either way. And the estimates are, 13 million people would see a reduction in their premiums, 12 more million people would get covered. So I think it is a beginning in the way you start and the way you move to universal healthcare.",0 days 00:26:29.000000000,0 days 00:00:38.000000000,0 days 00:26:29.000000000,first_1
00:27:07,Lester Holt,"crosstalk 00:27:07] Senator Castro, this one is for you. All of you on stage support a woman’s right to an abortion, you all support some version of a government healthcare option. Would your plan cover abortion Mr. Secretary?",0 days 00:27:07.000000000,0 days 00:00:11.000000000,0 days 00:27:07.000000000,first_1
00:27:18,Julián Castro,"Oh yes, it would. I don’t believe only in reproductive freedom, I believe in reproductive justice. What that means is, that just because a woman or… let’s also not forget someone in the trans community, a trans female, is poor, doesn’t mean they shouldn’t have the right to exercise that right to choose. And so I absolutely would cover the right to have an abortion. More than that, everybody in this crowd and watching at home knows that in our country today, a person’s right to choose is under assault in places like Missouri, in Alabama, in Georgia, I would appoint judges to the federal bench that understand the precedent of Roe v. Wade, and will respect it. And in addition to that, make sure that we fight hard as we transition our health care system to one where everybody can get and exercise that right.",0 days 00:27:18.000000000,0 days 00:00:56.000000000,0 days 00:27:18.000000000,first_1
00:28:14,Lester Holt,"Senator Warren, would you put any limits on abortion?",0 days 00:28:14.000000000,0 days 00:00:04.000000000,0 days 00:28:14.000000000,first_1
00:28:18,Elizabeth Warren,"I would make certain that every woman has access to the full range of reproductive health care services and that includes birth control, it includes abortion, it includes everything for a woman. And I want to add on that, it’s not enough for us to expect the courts to protect us. 47 years ago, Roe versus Wade was decided, and we’ve all looked to the courts all that time, as state after state has undermined Roe, has put in exceptions, has come right up to the edge of taking away protection.",0 days 00:28:18.000000000,0 days 00:00:35.000000000,0 days 00:28:18.000000000,first_1
00:28:53,Lester Holt,Your time is up Senator.,0 days 00:28:53.000000000,0 days 00:00:00.000000000,0 days 00:28:53.000000000,first_1
00:28:53,Elizabeth Warren,We now have an America where most people support Roe versus Wade. We need to make that a federal law.,0 days 00:28:53.000000000,0 days 00:00:06.000000000,0 days 00:28:53.000000000,first_1
00:28:59,Lester Holt,Thank you. Jose.,0 days 00:28:59.000000000,0 days 00:00:01.000000000,0 days 00:28:59.000000000,first_1
00:29:00,Jose,"Lester, thank you.",0 days 00:29:00.000000000,0 days 00:00:01.000000000,0 days 00:29:00.000000000,first_1
00:29:01,Jose,"Senator Booker, I want to kind of come back on a discussion we were having about health and the opioid crisis. You represent a state where 14 of the 20 largest pharmaceutical companies are based. Should the pharmaceutical companies that manufacture these drugs be held criminally liable for what they do?",0 days 00:29:01.000000000,0 days 00:00:19.000000000,0 days 00:29:01.000000000,first_1
00:29:20,Cory Booker,"They should absolutely be held criminally liable because they are liable and responsible. This is one of the reasons why, well, before I was running for president, I said I would not take contributions from pharma companies, not take contributions from corporate packs, or pharma executives, because they are part of this problem.",0 days 00:29:20.000000000,0 days 00:00:19.000000000,0 days 00:29:20.000000000,first_1
00:29:39,Cory Booker,"This opioid addiction in our country, we in cities like mine have been seeing how we’ve tried to arrest our way out of addiction for too long. It is time that we have a national urgency to deal with this problem and make the solutions that are working to actually be the law of our land and make the pharmaceutical companies that are responsible help to pay for that.",0 days 00:29:39.000000000,0 days 00:00:21.000000000,0 days 00:29:39.000000000,first_1
00:30:00,Jose,"Congressman O’Rourke, how would you deal with it?",0 days 00:30:00.000000000,0 days 00:00:03.000000000,0 days 00:30:00.000000000,first_1
00:30:03,Beto O’Rourke,"Tonight in this country, you have 2.3 million of our fellow Americans behind bars. It’s the largest prison population on the face of the planet. Many are there for nonviolent drug crimes, including possession of marijuana at a time that more than half the states have legalized it or decriminalized it, and yet, despite what Purdue Pharma has done, their connection to the opioid crisis and the overdose deaths that we’re seeing throughout this country, they’ve been able to act with complete impunity and pay no consequences, not a single night in jail.",0 days 00:30:03.000000000,0 days 00:00:31.000000000,0 days 00:30:03.000000000,first_1
00:30:34,Beto O’Rourke,"Unless there’s accountability and justice, this crisis will continue. In my administration, we will hold them to account, we’ll make sure that they pay a price, and we will help those who’ve been victims of this malfeasance in this country get them treatment and long-term care.",0 days 00:30:34.000000000,0 days 00:00:13.000000000,0 days 00:30:34.000000000,first_1
00:30:47,Lester Holt,"I know immigration is a lot in your minds here, and I want to talk about it. We’re going to talk about in a moment. We need to take a break. We’ll be back with more from Miami after this.",0 days 00:30:47.000000000,0 days 00:00:18.000000000,0 days 00:30:47.000000000,first_1
00:31:05,Lester Holt,Good evening everyone breaking news tonight [crosstalk 00:31:08] –,0 days 00:31:05.000000000,0 days 00:00:03.000000000,0 days 00:31:05.000000000,first_1
00:31:08,Speaker 14,Lester Holt.,0 days 00:31:08.000000000,0 days 00:00:01.000000000,0 days 00:31:08.000000000,first_1
00:31:09,Lester Holt,Reporting from here on the ground. We begin tonight with [crosstalk 00:31:11] –,0 days 00:31:09.000000000,0 days 00:00:02.000000000,0 days 00:31:09.000000000,first_1
00:31:11,Speaker 14,In the story.,0 days 00:31:11.000000000,0 days 00:00:01.000000000,0 days 00:31:11.000000000,first_1
00:31:12,Lester Holt,"It sounds like a jet airplane up there, but that is fire.",0 days 00:31:12.000000000,0 days 00:00:04.000000000,0 days 00:31:12.000000000,first_1
00:31:16,Speaker 14,Asking the questions you would ask.,0 days 00:31:16.000000000,0 days 00:00:02.000000000,0 days 00:31:16.000000000,first_1
00:31:18,Lester Holt,What’s it like flying into the hurricane zones?,0 days 00:31:18.000000000,0 days 00:00:02.000000000,0 days 00:31:18.000000000,first_1
00:31:20,Speaker 15,I’ve never seen anything like it.,0 days 00:31:20.000000000,0 days 00:00:01.000000000,0 days 00:31:20.000000000,first_1
